,Unnamed: 0,设备编号,资产编号,设备名称,设备型号,设备规格,制造厂,出厂年月,使用部门,安装地点,立卡年月,启用年月,ABC分类,财务分类,原值(元),完好状态,当前管理状态,状态变动日期,使用年限(年),供货商,出厂编号,单价(元),设备属性,生产用途,责任人,备注
259,,5806678,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000069,11580.0,设备,生产,,
260,,5806677,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000070,11580.0,设备,生产,,
261,,5806676,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000033,11580.0,设备,生产,,
262,,5806675,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000061,11580.0,设备,生产,,
263,,5806674,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000036,11580.0,设备,生产,,
264,,5806673,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000008,11580.0,设备,生产,,
265,,5806672,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000048,11580.0,设备,生产,,
266,,5806671,,全数字IGBT逆变焊机,Ehave Cm500,30-500A  22.5KVA,深圳市麦格米特焊接技术有限公司, ,赤壁子公司,产业园,2020-09,2020-09,B,焊接设备,11580.0,完好,在用, ,8,湖北万泰宏商贸有限公司,ZF070091203000038,11580.0,设备,生产,,
267,,5413015,,投影仪,CB-X05,,爱普生技术（深圳）有限公司,2020-07,赤壁子公司,产业园,2020-09,2020-09,C,电子设备,3590.0,完好,在用, ,5,赤壁市春天信息产业有限公司,V11H839061,3590.0,设备,非生产,王卫东,
269,,5099035-40,,工业吊扇,DS7.3,直径7.3m，风量13200m3/min,戴森科技成都有限公司,2020-05,赤壁子公司,产业园007车间,2020-09,2020-08,C,,13840.0,完好,在用, ,5,戴森科技成都有限公司,,13840.0,设备,非生产,,
270,,5099025-34,,工业吊扇,DS7.3,直径7.3m，风量13200m3/min,戴森科技成都有限公司,2020-05,赤壁子公司,产业园006车间,2020-09,2020-08,C,,13840.0,完好,在用, ,5,戴森科技成都有限公司,,13840.0,设备,非生产,,
271,,5099020-24,,工业吊扇,DS7.3,直径7.3m，风量13200m3/min,戴森科技成都有限公司,2020-05,赤壁子公司,产业园003车间,2020-09,2020-08,C,,13840.0,完好,在用, ,5,戴森科技成都有限公司,,13840.0,设备,非生产,,
272,,5099010-19,,工业吊扇,DS7.3,直径7.3m，风量13200m3/min,戴森科技成都有限公司,2020-05,赤壁子公司,产业园002车间,2020-09,2020-08,C,,13840.0,完好,在用, ,5,戴森科技成都有限公司,,13840.0,设备,非生产,,
273,,5099002-9,,工业吊扇,DS7.3,直径7.3m，风量13200m3/min,戴森科技成都有限公司,2020-05,赤壁子公司,产业园001车间,2020-09,2020-08,C,,13840.0,完好,在用, ,5,戴森科技成都有限公司,,13840.0,设备,非生产,,
274,,4301003,,柴油发电机组,GF-400,400KW,扬州沃尔特机械有限公司, ,赤壁子公司,产业园食堂,2022-01,2020-08,C,,491800.0,完好,在用, ,0,武汉环瑞机电设备有限公司,A202271,491800.0,设备,非生产,,
300,,9208022,,高温高压清洗机,HDS 9/18-4m,,德国凯驰, ,赤壁子公司,,2020-10,2020-07,C,,49750.0,完好,在用, ,5,湖北万泰宏,,49750.0,设备,生产,,
301,,9208021,,高温高压清洗机,HDS 9/18-4m,,德国凯驰, ,赤壁子公司,,2020-10,2020-07,C,,49750.0,完好,在用, ,5,湖北万泰宏,,49750.0,设备,生产,,
302,,2606006,,无轨电动平车,KPXL-30t,30t,河南鹏兴重工机械有限公司,2020-07,赤壁子公司,,2020-09,2020-07,C,,199671.0,完好,在用, ,8,河南鹏兴重工机械有限公司,2020705,199671.0,设备,生产,,
304,,9208020,,超声波清洗机,KWX-1,,杭州法兰特超声波科技有限公司, ,赤壁子公司,,2020-09,2020-06,C,,10000.0,完好,在用, ,5,湖北万泰宏商贸有限公司,,10000.0,设备,生产,,用于液压阀件、接头清洗
305,,9208019,,超声波清洗机,KWX-1,,杭州法兰特超声波科技有限公司, ,赤壁子公司,,2020-09,2020-06,C,,10000.0,完好,在用, ,5,湖北万泰宏商贸有限公司,,10000.0,设备,生产,,用于液压阀件、接头清洗
306,,9208018,,高温高压清洗机,HDS 9/18-4m,,德国凯驰, ,赤壁子公司,,2020-09,2020-06,C,,50000.0,完好,在用, ,5,湖北万泰宏商贸有限公司,,50000.0,设备,生产,,
307,,9208017,,高压清洗机,MW-360,18L/min,上海熊猫机械集团通用设备有限公司, ,赤壁子公司,,2020-09,2020-06,C,,4700.0,完好,在用, ,0,湖北鑫昌德机电设备有限公司,,4700.0,设备,生产,,
308,,9208016,,高压清洗机,MW-360,18L/min,上海熊猫机械集团通用设备有限公司, ,赤壁子公司,,2020-09,2020-06,C,,4700.0,完好,在用, ,0,湖北鑫昌德机电设备有限公司,,4700.0,设备,生产,,
309,,4508001-10,,工业冷气机,SAC-27D,,张家港隆裕机电设备有限公司, ,赤壁子公司,,2020-09,2020-06,C,,3650.0,完好,在用, ,0,武汉环瑞机电设备有限公司,,3650.0,设备,非生产,,
310,,2401003,,全自行式高空作业平台,CFPT1012,S10,湖北高曼重工科技有限公司,2020-06,赤壁子公司,,2020-12,2020-06,C,,114500.0,完好,在用, ,12,湖北高曼重工科技有限公司,5200033,114500.0,设备,非生产,,
316,,7115004,,智能振动时效仪,LM-ZN,20T,济南利美机电科技有限公司, ,赤壁子公司,,2020-09,2020-05,C,,28700.0,完好,在用, ,5,黄石意能有成商贸有限公司,202004189,28700.0,设备,生产,,
346,,9399028,,气动打标机,180100,,武汉金雕激光有限公司, ,赤壁子公司,,2020-10,2020-04,C,,12550.0,完好,在用, ,3,武汉环瑞机电,,12550.0,设备,生产,,
357,,2102066,,电动单梁起重机,LDC5-22.5 A5,5T/22.5m-9m-M5,河南省矿山起重机有限公司,2019-11,赤壁子公司,产业园004车间南跨西,2020-10,2020-01,B,,0.0,完好,在用, ,10,武汉环瑞机电,191013547,0.0,设备,生产,,
358,,2102065,,电动单梁起重机,LDC5-22.5 A5,5T/22.5m-9m-M5,河南省矿山起重机有限公司,2019-11,赤壁子公司,产业园003车间北跨东,2020-10,2020-01,B,,0.0,完好,在用, ,10,武汉环瑞机电,191013546,0.0,设备,生产,,
359,,2102064,,电动单梁起重机,LDC5-22.5 A5,5T/22.5m-9m-M5,河南省矿山起重机有限公司,2019-11,赤壁子公司,产业园004车间中跨东,2020-10,2020-01,B,,0.0,完好,在用, ,10,武汉环瑞机电,191013545,0.0,设备,生产,,
360,,2102063,,电动单梁起重机,LDC5-22.5 A5,5T/22.5m-9m-M5,河南省矿山起重机有限公司,2019-11,赤壁子公司,产业园007北跨东,2020-10,2020-01,B,,0.0,完好,在用, ,10,武汉环瑞机电,191013544,0.0,设备,生产,,
361,,2102062,,电动单梁起重机,LDC5-22.5 A5,5T/22.5m-9m-M5,河南省矿山起重机有限公司,2019-11,赤壁子公司,产业园004车间北跨西,2020-10,2020-01,B,,0.0,完好,在用, ,10,武汉环瑞机电,191013543,0.0,设备,生产,,
370,,2302006,,曳引驱动乘客电梯,KONEMiniSpace,1000kg,通力电梯有限公司,2019-06,赤壁子公司,产业园301办公楼,2020-08,2019-11,C,运输设备,0.0,完好,在用, ,8,,1136886504,0.0,设备,非生产,,武汉天恒烽机电工程有限公司安装，额定速度1.6m/s，5层5站5门
371,,2302005,,曳引驱动乘客电梯,KONEMiniSpace,1000kg,通力电梯有限公司,2019-06,赤壁子公司,产业园301办公楼,2020-08,2019-11,C,运输设备,0.0,完好,在用, ,8,,1136886503,0.0,设备,非生产,,武汉天恒烽机电工程有限公司安装，额定速度1.6m/s，5层5站5门
372,,2301002,,杂物电梯,DXTW300-1.0m/s,300kg,哈尔滨达鑫电梯有限公司,2019-05,赤壁子公司,产业园食堂,2020-01,2019-11,C,,0.0,完好,在用, ,10,,DX19093,0.0,设备,非生产,,武汉天恒烽机电工程有限公司安装，额定速度0.4m/s，2层2站2门
373,,2301001,,杂物电梯,DXTW300-1.0m/s,300kg,哈尔滨达鑫电梯有限公司,2019-05,赤壁子公司,产业园食堂,2020-01,2019-11,C,,0.0,完好,在用, ,10,,DX19092,0.0,设备,非生产,,武汉天恒烽机电工程有限公司安装，额定速度0.4m/s，2层2站2门
374,,7999066,,温湿度仪,FLUKE971,,美国福禄克,2018-09,赤壁子公司,,2019-09,2019-09,C,,3900.0,完好,在用, ,3,,12001009,3900.0,设备,生产,,
375,,7904018,,拉拔式附着力测试仪,F506-D,,英国易高,2019-01,赤壁子公司,质安处,2019-09,2019-09,C,,22000.0,完好,在用, ,5,,UE37951,22000.0,设备,生产,,
381,,9399027,,激光打标机,CN-20W,,大族激光科技产业集团股份有限公司,2019-07,赤壁子公司,包装组,2019-09,2019-08,C,,35100.0,完好,在用, ,3,武汉环瑞机电,KFD241811284,35100.0,设备,生产,,
382,,7905006,,表面粗糙度仪,SJ-210,,日本三丰,2018-01,赤壁子公司,质安处,2019-09,2019-08,C,,18200.0,完好,在用, ,5,,DDMBC1328,18200.0,设备,生产,,
383,,5601829,,台式电脑,启天M4500-D601,,联想（北京）有限公司,2017-09,赤壁子公司,电子屏,2019-09,2019-08,C,,4500.0,完好,在用, ,5,赤诚电脑,M9052VH8,4500.0,设备,非生产,,
384,,5601828,,台式电脑,启天M4500-D601,,联想（北京）有限公司,2017-09,赤壁子公司,戴俊利,2019-09,2019-08,C,,4500.0,完好,在用, ,5,赤诚电脑,M9052VH7,4500.0,设备,非生产,,
385,,5601827,,台式电脑,启天M4500-D601,,联想（北京）有限公司,2017-09,赤壁子公司,黄庆林,2019-09,2019-08,C,,4500.0,完好,在用, ,5,赤诚电脑,M9052VH6,4500.0,设备,非生产,,
386,,5509059,,气动涂装机,CY-46PL,,上海丛煜涂装设备有限公司,2019-07,赤壁子公司,包装组,2019-09,2019-08,C,,19000.0,完好,在用, ,5,武汉环瑞,20190032,19000.0,设备,生产,,
387,,0006011,,金属带锯机,GD4250/70,,浙江得力机床制造有限公司, ,赤壁子公司,产业园7号车间,2019-09,2019-08,C,,49000.0,完好,在用, ,5,湖北永坤商贸有限公司,,49000.0,设备,生产,,
394,,9805020,,油液过滤机,JL-50,50L/min,重庆恒奥滤油机制造有限公司,2018-09,赤壁子公司,产业园004车间,2019-07,2019-07,C,,19821.13,完好,在用, ,3,,,19821.13,设备,生产,,
395,,9805019,,油液过滤机,JL-50,50L/min,重庆恒奥滤油机制造有限公司,2018-09,赤壁子公司,产业园04车间,2019-07,2019-07,C,,19821.13,完好,在用, ,3,,,19821.13,设备,生产,,
396,,9805018,,液压油加油机,BJJ-20-ARID,,安徽省锐凌计量, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,40249.02,完好,在用, ,0,湖北及时雨,,40249.02,设备,生产,,
397,,9805017,,液压油加油机,BJJ-20-ARID,,安徽省锐凌计量, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,40249.02,完好,在用, ,0,湖北及时雨,,40249.02,设备,生产,,
398,,9805016,,液压油加油机,BJJ-20-ARID,,安徽省锐凌计量, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,40249.02,完好,在用, ,0,湖北及时雨,,40249.02,设备,生产,,
399,,8699031,,激光电子经纬仪,LT402T,精度2″,武汉泰江科技有限公司,2019-06,赤壁子公司,四分厂,2019-07,2019-07,C,,0.0,完好,在用, ,0,,33S09530,0.0,设备,生产,,
400,,8099046-69,,液压安装组合工具,,,, ,赤壁子公司,,2019-07,2019-07,C,,4550.75,完好,在用, ,0,武汉环瑞,,4550.75,设备,生产,,
401,,8099045,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
402,,8099044,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
403,,8099043,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
404,,8099042,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
405,,8099041,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
406,,8099040,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
407,,8099039,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
408,,8099038,,电气安装组合工具,,,力易得, ,赤壁子公司,,2019-07,2019-07,C,,6573.33,完好,在用, ,3,武汉环瑞,,6573.33,设备,生产,,
409,,8099014-37,,液压工作台,,,上海震元仓储, ,赤壁子公司,产业园004车间,2019-07,2019-07,C,,4800.0,完好,在用, ,3,华舟物资,,4800.0,设备,生产,,
410,,8099006-13,,电气工作台,,,上海震元仓储, ,赤壁子公司,,2019-07,2019-07,C,,3000.0,完好,在用, ,3,湖北华舟物资,,3000.0,设备,生产,,
411,,8099004,,枪式空气锤,,10kg,台湾史蒂曼, ,赤壁子公司,产业园02车间,2019-07,2019-07,C,,153715.2,完好,在用, ,0,武汉环瑞,,153715.2,设备,生产,,
412,,8099003,,气密试验台,JY-GL-001-A,0-20Kpa,兢亿流体控制系统（上海）有限公司,2018-11,赤壁子公司,产业园02车间,2019-07,2019-07,C,,225879.96,完好,在用, ,5,黄石蓝凯工贸有限公司,JYC201801126-03,225879.96,设备,生产,,
413,,8099002,,气密试验台,JY-GL-001-A,0-20Kpa,兢亿流体控制系统（上海）有限公司,2018-11,赤壁子公司,产业园02车间,2019-07,2019-07,C,,225879.96,完好,在用, ,5,黄石蓝凯工贸有限公司,JYC201801126-02,225879.96,设备,生产,,
414,,8098002,,货架,,,上海震元仓储, ,赤壁子公司,产业园02-04,2019-07,2019-07,C,,126000.0,完好,在用, ,0,湖北华舟物资,,126000.0,设备,生产,,120个
415,,8002006,,焊接机器人,,,716所, ,赤壁子公司,产业园002车间,2019-07,2019-07,C,,3389817.44,完好,在用, ,8,716所,,3389817.44,设备,生产,李伟,机械化桥为加工对象
416,,7099007,,双臂式划线测量机,CLY-140.20.25CT2NJ,,爱佩仪中测（成都）精密仪器有限公司,2019-03,赤壁子公司,产业园03车间,2019-07,2019-07,B,,807003.08,完好,在用, ,8,爱佩仪中测（成都）精密仪器有限公司,201803/201804,807003.08,设备,生产,,
417,,5806670,,悬臂式CO2焊机,,500A,松下, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,29000.0,完好,在用, ,0,湖北华舟物资,,29000.0,设备,生产,,
418,,5806669,,悬臂式CO2焊机,,,松下, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,29000.0,完好,在用, ,0,湖北华舟物资,,29000.0,设备,生产,,
419,,5806668,,悬臂式CO2焊机,,,松下, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,29000.0,完好,在用, ,0,湖北华舟物资,,29000.0,设备,生产,,
420,,5698005,,数字化生产线（MES）,,,716所, ,赤壁子公司,产业园001-004,2019-07,2019-07,B,,6440128.65,完好,在用, ,8,716所,,6440128.65,设备,非生产,,
421,,4821003,,管路冲洗机,,,九江七所精密机电科技有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,458313.03,完好,在用, ,0,九江七所精密机电科技有限公司,,458313.03,设备,生产,,
422,,0504056,,专用万向摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
423,,0504055,,专用摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
424,,0504054,,专用摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
425,,0504053,,专用摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
426,,0504052,,专用摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
427,,0504051,,专用摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
428,,0504050,,专用摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
429,,0504049,,专用摇臂钻床,Z3732×8B,最大钻孔直径32mm,泰安一钻数控机床有限公司, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,58654.35,完好,在用, ,5,北京中北巨泰,,58654.35,设备,生产,,
430,,9999012,,柔性组合工装,非标,,深圳鼎盛天, ,赤壁子公司,产业园02车间,2019-07,2019-07,B,其他专用设备,6760387.0,完好,在用, ,10,万泰宏,,6760387.0,设备,生产,,铸铁平板4000×2000×200共70件，编号分别为9999012-01、9999012-02....
431,,8699030,,激光电子经纬仪,LT402T,精度2″,武汉泰江科技有限公司,2019-06,赤壁子公司,001车间,2019-07,2019-07,C,,0.0,完好,在用, ,0,,33S09521,0.0,设备,生产,陈欢,
432,,8104019,,胶管剥皮机,SPF2,2”,意大利O+P, ,赤壁子公司,产业园04车间,2019-07,2019-07,C,,20073.95,完好,在用, ,5,湖北及时雨,,20073.95,设备,生产,,
433,,8104018,,胶管扣压机,V159ES,2“,意大利O+P,2018-05,赤壁子公司,产业园04车间,2019-07,2019-07,C,,348892.3,完好,在用, ,5,湖北及时雨,C00128,348892.3,设备,生产,,
